Date,Time,Temperature(°C),Interval
20-03-2025,11:20:54,-,30 sec
20-03-2025,11:20:54,26.79,30 sec
20-03-2025,11:21:24,28.52,30 sec
20-03-2025,11:21:54,28.02,30 sec
20-03-2025,11:22:24,27.73,30 sec
20-03-2025,11:22:54,27.64,30 sec
20-03-2025,11:23:24,27.50,30 sec
